Name,Infomail,Latitude,Longitude,Bilanzsumme
Volksbank Ettlingen eG,info@volksbank-ettlingen.de,48.93971,8.40427,"962,853"
Volksbank Essen-Cappeln eG,info@vbessen-cappeln.de,52.81049,8.11414,"529,477"
Volksbank Esens eG,info@vbesens.de,53.64681,7.61185,"317,927"
Volksbank Ermstal-Alb eG,info@voba-ermstal-alb.de,48.53972,9.28312,"1,958,402"
Volksbank Erft eG,info@volksbank-erft.de,50.93713,6.56983,"1,966,234"
Volksbank Enniger-Ostenfelde-Westkirchen eG,info@vb-eow.de,51.83596,8.0256,"137,108"
Volksbank Emstek eG,info@vbemstek.de,52.83396,8.15495,"303,110"
Volksbank Emstal eG,info@vb-emstal.de,52.86367,7.31634,"694,068"
Volksbank Emmerich-Rees eG,info@dervolksbanker.de,51.83221,6.24283,"1,082,607"
Volksbank Elsen-Wewer-Borchen eG,info@vb-elsen-wewer-borchen.de,51.71896,8.76487,"454,603"
Volksbank Eisenberg eG,info@volksbankeisenberg.de,50.96913,11.89611,"465,427"
Volksbank Eifel eG,info@volksbank-eifel.de,49.97328,6.52495,"1,698,841"
"Volksbank eG, Löningen",info@vbloeningen.de,52.73635,7.75707,"388,793"
"Volksbank eG, Friesoythe",info@meine-volksbank-online.de,53.0207,7.85911,"901,258"
Volksbank eG Westrhauderfehn,info@fehntjer-voba.de,53.12957,7.56974,"445,988"
Volksbank eG Syke,info@volksbank-syke.de,52.84959,8.72838,"1,091,575"
Volksbank eG Südheide - Isenhagener Land - Altmark,info@vbsila.de,52.62406,10.08105,"1,979,844"
Volksbank eG Seesen/Harz,info@myvoba.de,51.89056,10.17039,"1,434,579"
Volksbank eG Osterholz Bremervörde,info@vbohz.de,53.22818,8.79482,"1,651,489"
Volksbank eG Mosbach,info@vb-mosbach.de,49.35211,9.14602,"1,213,771"
Volksbank eG im Kreis Freudenstadt,info@voba-fds.de,48.46377,8.41117,"1,353,612"
Volksbank eG Gera · Jena · Rudolstadt,info@volksbank-vor-ort.de,50.92817,11.58794,"1,784,050"
Volksbank eG Delmenhorst Schierbrok,info@vbdel.de,53.05281,8.62946,"510,977"
Volksbank eG Bremerhaven-Cuxland,info@volksbankeg.de,53.43406,8.81834,"1,418,118"
Volksbank eG Braunschweig Wolfsburg,info@volksbank-brawo.de,52.42056,10.78617,"5,746,971"
Volksbank eG Bad Laer-Borgloh-Hilter-Melle,info@voba-eg.de,52.1702,8.16862,"732,053"
Volksbank eG (Hildesheim),info@vb-eg.de,52.15216,9.9513,"2,949,478"
Volksbank eG - Die Gestalterbank,info@gestalterbank.de,48.06324,8.4945,"10,891,796"
Volksbank eG,info@vobakn.de,47.65922,9.17507,"1,546,879"
Volksbank eG,info@vbfoa.de,53.5227,9.39818,"376,298"
Volksbank Düsseldorf Neuss eG,info@deine-volksbank.de,51.2254,6.77631,"1,904,211"
Volksbank Dünnwald-Holweide eG,info@vobadhk.de,50.93836,6.95997,"222,417"
Volksbank Dresden-Bautzen eG,info@volksbank-dresden-bautzen.de,51.04933,13.73814,"2,581,481"
Volksbank Dreiländereck eG,info@vb3.de,47.61209,7.66072,"2,396,362"
Volksbank Dreieich Offenbach eG,info@vrbanking.de,50.01197,8.71239,"1,730,293"
Volksbank Dortmund-Nordwest eG,info@vbdnow.de,51.51423,7.46528,"1,116,979"
Volksbank Dettenhausen eG,info@volksbank-dettenhausen.de,48.60846,9.09836,"114,826"
Volksbank Dessau-Anhalt eG,info@vbdessau.de,51.831,12.24307,"464,180"
Volksbank Demmin eG,info@volksbank-demmin.de,53.907,13.03278,"339,175"
Volksbank Delitzsch eG,info@vb-delitzsch.de,51.52557,12.34286,"447,187"
Volksbank Delbrück-Hövelhof eG,info@volksbank-dh.de,51.76492,8.5595,"921,172"
Volksbank Deisslingen eG,info@voba-deisslingen.de,48.11215,8.60489,"351,541"
Volksbank Darmstadt - Südhessen eG,info@volksbanking.de,49.88519,8.67363,"5,287,665"
Volksbank Dammer Berge eG,info@vobda.de,52.52127,8.1958,"989,316"
Volksbank Daaden eG,info@volksbank-daaden.de,50.73917,7.96766,"266,922"
Volksbank Chemnitz eG,info@volksbank-chemnitz.de,50.83226,12.9253,"2,374,405"
Volksbank Butzbach eG,info@volksbank-butzbach.de,50.43404,8.67112,"515,840"
Volksbank Bühl eG,info@volksbank-buehl.de,48.69451,8.13442,"1,432,728"
Volksbank Bruchsal-Bretten eG,info@vb-bruchsal-bretten.de,49.03646,8.70726,"3,332,280"
Volksbank Brenztal eG,info@volksbank-brenztal.de,48.61997,10.23718,"869,719"
Volksbank Bremen-Nord eG,info@vbbremennord.de,53.07582,8.80716,"514,143"
Volksbank Breisgau-Markgräflerland eG,info@volksbank-breisgau-markgraeflerland.de,50.37216,7.00293,"2,232,866"
Volksbank Breisgau Nord eG,info@voba-breisgau-nord.de,48.13421,7.86231,"2,335,663"
Volksbank Braunlage eG,info@vbbraunlage.de,51.72644,10.61005,"215,546"
Volksbank Brandoberndorf eG,info@vb-brandoberndorf.de,50.44277,8.4944,"70,783"
Volksbank Börßum-Hornburg eG,info@vbbh.de,52.06948,10.57854,"209,569"
Volksbank Börde-Bernburg eG,info@volksbank-boerde-bernburg.de,52.07588,11.42043,"475,423"
Volksbank Bönen eG,info@volksbank-boenen.de,51.59808,7.75885,"256,394"
Volksbank Bochum Witten eG,info@vb-bochumwitten.de,51.48181,7.21966,"1,637,531"
Volksbank Bocholt eG,info@vb-bocholt.de,51.83827,6.61487,"1,564,120"
Volksbank Bielefeld-Gütersloh eG,info@volksbank-bi-gt.de,51.9064,8.37821,"5,646,982"
Volksbank Berg eG,info@volksbank-berg.de,51.11552,7.38791,"1,506,578"
Volksbank Beilstein-Ilsfeld-Abstatt eG,info@vb-bia.de,50.10926,7.24108,"596,216"
Volksbank Beckum-Lippstadt eG,info@voba-bl.de,51.67471,8.34719,"2,458,387"
Volksbank Baumberge eG,info@volksbank-baumberge.de,51.97736,7.29092,"652,290"
Volksbank Bad Saulgau eG,info@vb-bad-saulgau.de,48.01581,9.50103,"1,442,090"
Volksbank Bad Salzuflen eG,info@vbbs.de,52.07715,8.75547,"858,004"
Volksbank Backnang eG,info@volksbank-backnang.de,48.94667,9.43052,"2,409,424"
Volksbank Ascheberg-Herbern eG,info@vb-ascheberg-herbern.de,54.14834,10.34234,"281,601"
Volksbank Anröchte eG,info@volksbank-anroechte.de,51.55979,8.32473,"422,160"
Volksbank an der Niers eG,info@vb-niers.de,51.51697,6.32282,"2,876,505"
Volksbank Ammerbuch eG,info@volksbank-ammerbuch.de,48.5526,8.94845,"307,350"
Volksbank am Württemberg eG,info@voba-aw.de,48.81816,9.27809,"1,912,242"
Volksbank Alzey-Worms eG,info@vb-alzey-worms.de,49.63026,8.36209,"4,851,417"
Volksbank Altshausen eG,info@volksbank-altshausen.de,47.93442,9.53861,"601,782"
Volksbank Allgäu-Oberschwaben eG,info@volksbank-allgaeu-oberschwaben.de,47.82661,10.0228,"3,151,820"
Volksbank Albstadt eG,info@volksbank-albstadt.de,48.23305,8.99915,"1,788,323"
Volksbank Alb eG,info@voba-alb.de,48.4975,10.1222,"787,884"
Volksbank Adelebsen eG,info@volksbank-adelebsen.de,51.57948,9.75245,"104,664"
Volksbank - Raiffeisenbank Vilshofen eG,info@vr-vilshofen.de,48.63376,13.18685,"1,024,156"
Volks- und Raiffeisenbank Saale-Unstrut eG,info@vrbsaale-unstrut.de,51.35644,11.99615,"534,191"
Volks- und Raiffeisenbank Prignitz eG,info@vrbprignitz.de,53.07627,11.86279,"1,134,753"
Volks- und Raiffeisenbank Muldental eG,info@vr-bank-muldental.de,51.23834,12.72875,"550,680"
Volks- und Raiffeisenbank Fürstenwalde Seelow Wriezen eG,info@vrbfw.de,50.76058,13.86815,"420,625"
Vereinte Volksbank eG,info@vereinte-volksbank.de,51.66041,6.96474,"1,941,137"
Vereinigte VR Bank Kur- und Rheinpfalz eG,info@vvrbank-krp.de,49.31656,8.43362,"6,412,066"
Vereinigte VR Bank eG,info@vereinigte-vrbk.de,54.68929,8.55615,"497,676"
Vereinigte Volksbanken eG,info@diebank.de,48.68497,9.01134,"5,089,396"
Vereinigte Volksbank Raiffeisenbank eG,info@vvrb.de,49.83649,8.82382,"3,835,541"
Vereinigte Volksbank Raiffeisenbank eG,info@vvr-bank.de,49.98504,6.88844,"1,189,580"
"Vereinigte Volksbank eG, Ganderkesee - Hude - Bookholzberg - Lemwerder",info@v-vb.de,54.38806,9.21481,"823,456"
Vereinigte Volksbank eG Saarlouis -,info@meine-vvb.de,49.31647,6.74985,"2,862,980"
Vereinigte Volksbank eG Bramgau Osnabrück Wittlage,info@vbank.de,52.27196,8.04764,"1,699,574"
Vereinigte Volksbank eG,info@vereinigtevolksbankeg.de,51.71689,9.18418,"1,480,261"
Vereinigte Spk. Eschenbach Neustadt Vohenstrauß,info@vspk-neustadt.de,49.62318,12.34213,"1,537,467"
Vereinigte Sparkassen Gunzenhausen,info@sparkasse-gunzenhausen.de,49.11341,10.75515,"1,123,421"
Vereinigte Sparkasse im Märkischen Kreis,info@spk-mk.de,51.21395,7.87199,"1,980,507"
Vereinigte Raiffeisenbank Burgstädt eG,info@rb-burgstaedt.de,50.91998,12.80566,"164,184"
VerbundVolksbank OWL eG,info@verbundvolksbank-owl.de,51.71896,8.76487,"7,610,004"
Verbundsparkasse Emsdetten-Ochtrup,info@spkeo.de,52.17337,7.52583,"1,286,084"
VBU Volksbank im Unterland eG,info@vbu-volksbank.de,49.07842,9.06744,"1,808,202"
"TEBA Kreditbank GmbH & Co. KG, Landau/Isar",info@teba-kreditbank.de,48.67288,12.69413,"121,175"
Taunus Sparkasse,info@tsk.de,50.21535,8.61545,"8,347,485"
Sylter Bank eG,info@sylter-bank.de,54.89682,8.35286,"631,883"
Stadtsparkasse Wuppertal,info@sparkasse-wuppertal.de,51.25516,7.14496,"8,744,072"
Stadtsparkasse Wunstorf,info@ssk-wunstorf.de,52.42643,9.42854,"689,024"
Stadtsparkasse Wermelskirchen,info@ssk-wkn.de,51.13936,7.2127,"793,303"
Stadtsparkasse Wedel,info@sparkasse-wedel.de,53.58081,9.7031,"753,090"
Stadtsparkasse Schwedt,info@ssk-schwedt.de,53.06182,14.28331,"700,305"
Stadtsparkasse Schwalmstadt,info@ssk-schwalmstadt.de,50.91124,9.18803,"264,171"
Stadtsparkasse Rheine,info@sparkasse-rheine.de,52.27811,7.43497,"1,711,271"
Stadtsparkasse Remscheid,info@stadtsparkasse-remscheid.de,51.18133,7.18549,"1,743,527"
Stadtsparkasse Rahden,info@stadtsparkasse-rahden.de,52.43284,8.61412,"562,458"
Stadtsparkasse Oberhausen,info@stadtsparkasse-oberhausen.de,51.46756,6.85538,"2,846,644"
Stadtsparkasse München,info@sskm.de,48.13657,11.57756,"24,000,700"
Stadtsparkasse Mönchengladbach,info@sparkasse-moenchengladbach.de,51.19503,6.4436,"5,746,787"
Stadtsparkasse Lengerich,info@ssk-lengerich.de,52.18915,7.85158,"507,357"
Stadtsparkasse Haltern,info@stadtsparkasse-haltern.de,51.74159,7.18348,"404,817"
Stadtsparkasse Grebenstein,info@ssk-grebenstein.de,51.44711,9.41422,"266,066"
Stadtsparkasse Gladbeck,info@sparkasse-gladbeck.de,51.57199,6.98948,"946,758"
Stadtsparkasse Düsseldorf,info@sskduesseldorf.de,51.22251,6.78217,"16,267,744"
Stadtsparkasse Dortmund,info@sparkasse-dortmund.de,51.51545,7.46086,"11,759,632"
Stadtsparkasse Dessau,info@sparkasse-dessau.de,51.83692,12.24496,"1,093,559"
Stadtsparkasse Delbrück,info@sparkasse-delbrueck.de,51.76388,8.56085,"418,410"
Stadtsparkasse Cuxhaven,info@ssk-cuxhaven.de,53.86226,8.69635,"1,147,350"
Stadtsparkasse Burgdorf,info@ssk-burgdorf.de,52.4465,10.0065,"489,296"
Stadtsparkasse Bottrop,info@sparkasse-bottrop.de,51.52144,6.9225,"1,506,076"
Stadtsparkasse Borken,info@sskborken.de,51.04787,9.27929,"208,405"
Stadtsparkasse Bocholt,info@ssk-bocholt.de,51.83606,6.61639,"1,357,458"
Stadtsparkasse Barsinghausen,info@ssk-barsinghausen.de,52.30186,9.46499,"439,309"
Stadtsparkasse Bad Pyrmont,info@ssk-bad-pyrmont.de,51.98618,9.25587,"531,630"
Stadtsparkasse Augsburg,info@sska.de,48.3648,10.89257,"7,783,841"
Städtische Sparkasse Offenbach am Main,info@sparkasse-offenbach.de,50.10498,8.76646,"1,794,732"
Stadt-Sparkasse Solingen,info@sparkasse-solingen.de,51.16958,7.0829,"3,657,521"
Stadt-Sparkasse Langenfeld,info@sparkasse-langenfeld.de,51.11326,6.95779,"1,693,579"
Stadt-Sparkasse Haan,info@stadt-sparkasse-haan.de,51.1928,7.01067,"748,174"
Stadt- und Kreissparkasse Leipzig,info@sparkasse-leipzig.de,51.3466,12.37406,"12,415,483"
Stadt- und Kreis-Sparkasse Darmstadt,info@sparkasse-darmstadt.de,49.87265,8.64924,"5,838,452"
Stadt und Kreissparkasse Moosburg,info@sparkasse-freising.de,48.46747,11.93512,"837,044"
Spreewaldbank eG,info@spreewaldbank.de,51.9419,13.89638,"538,943"
Sparkasse Zwickau,info@spk-zwickau.de,50.72079,12.48804,"3,041,030"
Sparkasse zu Lübeck AG,info@sparkasse-luebeck.de,53.87018,10.68768,"3,209,290"
Sparkasse Zollernalb,info@spkza.de,48.27582,8.85175,"4,074,475"
Sparkasse Wolfach,info@sparkasse-wolfach.de,48.29739,8.22103,"646,989"
Sparkasse Wittgenstein,info@sparkasse-wittgenstein.de,51.04906,8.39234,"976,945"
Sparkasse Wittenberg,info@sparkasse-wittenberg.de,51.86727,12.63239,"1,914,788"
Sparkasse Witten,info@sparkasse-witten.de,51.43577,7.3377,"2,462,810"
Sparkasse Wilhelmshaven,info@sparkasse-wilhelmshaven.de,53.51771,8.0994,"959,218"
Sparkasse Wiesental,info@sparkasse-wiesental.de,47.64924,7.82035,"1,328,963"
Sparkasse Wetzlar,info@sparkasse-wetzlar.de,50.55876,8.49617,"2,835,905"
Sparkasse Westmünsterland,info@sparkasse-westmuensterland.de,51.83002,7.27461,"9,982,144"
Sparkasse Westholstein,info@spk-westholstein.de,53.92674,9.513,"4,329,704"
Sparkasse Westerwald-Sieg,info@skwws.de,50.64959,7.94971,"4,014,039"
Sparkasse Werra-Meißner,info@spk-wm.de,51.19116,10.04486,"1,966,461"
Sparkasse Waldeck-Frankenberg,info@sparkasse-wa-fkb.de,51.27219,8.86659,"2,648,340"
Sparkasse Vorpommern,info@spk-vorpommern.de,54.07378,13.39299,"5,290,740"
Sparkasse Vorderpfalz,info@sparkasse-vorderpfalz.de,49.4843,8.44743,"5,666,963"
Sparkasse Vogtland,info@sparkasse-vogtland.de,50.49284,12.13971,"3,887,899"
Sparkasse Vest Recklinghausen,info@sparkasse-re.de,51.6166,7.19717,"7,623,799"
Sparkasse Unstrut-Hainich,info@spk-uh.de,51.20742,10.45791,"1,543,191"
Sparkasse Ulm,info@spkulm.de,48.39739,9.99247,"7,061,550"
Sparkasse Uelzen Lüchow-Dannenberg,info@sparkasse-uelzen.de,52.95983,10.55412,"2,670,302"
Sparkasse Uecker-Randow,info@spk-uecker-randow.de,53.50435,13.99428,"891,944"
Sparkasse Uckermark,info@spk-uckermark.de,53.31865,13.86921,"1,327,939"
Sparkasse Trier,info@sparkasse-trier.de,49.75959,6.6462,"5,270,572"
Sparkasse Tauberfranken,info@sparkasse-tauberfranken.de,49.62196,9.65978,"3,504,232"
Sparkasse Südwestpfalz,info@spk-swp.de,49.20496,7.5984,"2,785,257"
Sparkasse Südpfalz,info@sparkasse-suedpfalz.de,49.1923,8.13457,"5,611,606"
Sparkasse Südholstein,info@spk-suedholstein.de,54.08107,9.98442,"6,416,942"
Sparkasse Staufen-Breisach,info@sparkasse-staufen-breisach.de,47.8811,7.72948,"1,673,397"
Sparkasse Starkenburg,info@sparkasse-starkenburg.de,49.6398,8.64053,"2,530,858"
Sparkasse Stade-Altes Land,info@spk-sal.de,53.60015,9.47538,"2,138,232"
Sparkasse St. Blasien,info@spk-stb.de,47.76219,8.12812,"590,109"
Sparkasse Spree-Neiße,info@spk-spree-neisse.de,51.75641,14.33353,"4,872,998"
Sparkasse Sonneberg,info@spkson.de,50.35667,11.1703,"791,118"
Sparkasse SoestWerl,info@sparkasse-soestwerl.de,51.57096,8.10613,"2,881,831"
Sparkasse Siegen,info@sparkasse-siegen.de,50.87457,8.01738,"4,620,110"
Sparkasse Schwelm-Sprockhövel,info@spken.de,51.28491,7.29516,"1,545,188"
Sparkasse Schweinfurt-Haßberge,info@sparkasse-sw-has.de,50.04331,10.2289,"4,887,176"
Sparkasse Schwarzwald-Baar,info@spk-swb.de,48.05732,8.46228,"4,685,479"
Sparkasse Schwäbisch Hall - Crailsheim,info@sparkasse-sha.de,49.11203,9.73642,"4,396,184"
Sparkasse Schwaben-Bodensee,info@spk-schwaben-bodensee.de,47.98677,10.18132,"9,327,666"
Sparkasse Scheeßel,info@spk-scheessel.de,53.16784,9.4866,"780,362"
Sparkasse Schaumburg,info@spk-schaumburg.de,52.18661,9.07822,"2,969,134"
Sparkasse Salem-Heiligenberg,info@spk-salem.de,47.76644,9.2925,"1,065,908"
Sparkasse Saarbrücken,info@sparkasse-saarbruecken.de,49.23462,6.98966,"8,038,609"
Sparkasse Rottal-Inn,info@spk-ri.de,48.40405,12.76538,"2,700,360"
Sparkasse Rotenburg Osterholz,info@spk-row-ohz.de,53.29187,9.27731,"3,821,980"
Sparkasse Rosenheim-Bad Aibling,info@spk-ro-aib.de,47.85413,12.12493,"6,254,724"
Sparkasse Rhein-Nahe,info@sk-rhein-nahe.de,49.84407,7.85863,"6,281,682"
Sparkasse Rhein-Maas,info@skrm.de,51.78494,6.13596,"2,584,240"
Sparkasse Rhein-Haardt,info@sparkasse-rhein-haardt.de,49.45997,8.16951,"4,690,369"
Sparkasse Rhein Neckar Nord,info@spkrnn.de,49.48929,8.46731,"5,510,283"
Sparkasse Regensburg,info@sparkasse-regensburg.de,49.01814,12.05677,"5,032,519"
Sparkasse Regen-Viechtach,info@sparkasse-regen-viechtach.de,48.96902,13.12838,"1,794,656"
Sparkasse Rastatt-Gernsbach,info@spk-rastatt-gernsbach.de,48.85778,8.20179,"1,898,438"
Sparkasse Radevormwald-Hückeswagen,info@sk-rade.de,51.20324,7.36027,"654,878"
Sparkasse Prignitz,info@sparkasse-prignitz.de,53.15853,12.17404,"1,030,789"
Sparkasse Pfullendorf-Messkirch,info@sparkasse-pm.de,48.80711,13.5452,"1,012,142"
Sparkasse Pforzheim Calw,info@sparkasse-pforzheim-calw.de,48.89236,8.69902,"16,366,893"
Sparkasse Pfaffenhofen,info@spk-paf.de,48.52899,11.50979,"1,914,392"
Sparkasse Passau,info@sparkasse-passau.de,48.57317,13.45855,"3,689,896"
Sparkasse Paderborn-Detmold,info@sparkasse-pd.de,51.72153,8.75443,"8,978,870"
Sparkasse Ostprignitz-Ruppin,info@sparkasse-opr.de,52.92077,12.79984,"1,703,266"
Sparkasse Osterode am Harz,info@sparkasse-osterode.de,51.7292,10.24916,"1,090,307"
Sparkasse Osnabrück,info@sparkasse-osnabrueck.de,52.27504,8.05078,"8,470,943"
Sparkasse Olpe-Drolshagen-Wenden,info@sparkasse-olpe.de,51.03757,7.85873,"1,142,919"
Sparkasse Offenburg/Ortenau,info@sparkasse-offenburg.de,48.48196,7.95846,"5,204,648"
Sparkasse Oder-Spree,info@s-os.de,52.34309,14.54613,"3,527,114"
Sparkasse Odenwaldkreis,info@sparkasse-odenwaldkreis.de,49.65811,8.99495,"1,772,798"
Sparkasse Oberpfalz Nord,info@sparkasse-oberpfalz-nord.de,49.67527,12.16316,"1,804,051"
Sparkasse Oberlausitz-Niederschlesien,info@spk-on.de,50.89713,14.81019,"4,521,899"
Sparkasse Oberhessen,info@sparkasse-oberhessen.de,50.33386,8.75198,"5,679,803"
Sparkasse Nürnberg,info@sparkasse-nuernberg.de,49.45067,11.07996,"13,484,065"
Sparkasse Nienburg,info@sparkasse-nienburg.de,52.64178,9.20928,"2,187,980"
Sparkasse Niederlausitz,info@spk-niederlausitz.de,51.5186,14.00422,"2,175,301"
Sparkasse Niederbayern Mitte,info@sparkasse-niederbayern-mitte.de,48.88193,12.56862,"5,210,166"
Sparkasse Neuwied,info@sparkasse-neuwied.de,50.42897,7.46333,"2,639,216"
Sparkasse Neuss,info@sparkasse-neuss.de,51.19709,6.69329,"7,570,585"
Sparkasse Neunkirchen,info@spk-neunkirchen.de,49.34819,7.17623,"1,894,663"
Sparkasse Neumarkt-Parsberg,info@sk-neumarkt.de,49.27724,11.46055,"2,923,969"
Sparkasse Neuburg-Rain,info@spk-nd-rain.de,48.7347,11.17839,"1,375,748"
Sparkasse Neubrandenburg-Demmin,info@spk-nbdm.de,53.52391,13.25814,"1,758,637"
Sparkasse Neu-Ulm-Illertissen,info@sparkasse-neu-ulm-illertissen.de,48.39526,9.99729,"2,252,746"
Sparkasse Neckartal-Odenwald,info@sparkasse-neckartal-odenwald.de,49.3511,9.14331,"2,666,748"
Sparkasse Münsterland Ost,info@sparkasse-mslo.de,51.94159,7.60929,"12,624,329"
Sparkasse Mülheim an der Ruhr,info@spkmh.de,51.42646,6.87987,"2,954,565"
Sparkasse Muldental,info@spk-muldental.de,51.23706,12.72294,"1,328,736"
Sparkasse Mitten im Sauerland,info@sparkasse-mis.de,51.34719,8.28479,"1,753,416"
Sparkasse Mittelthüringen,info@sparkasse-mittelthueringen.de,50.97492,11.03283,"5,776,094"
Sparkasse Mittelsachsen,info@sparkasse-mittelsachsen.de,50.91539,13.34622,"3,908,614"
Sparkasse Mittelmosel Eifel Mosel Hunsrück,info@sparkasse-emh.de,49.91887,7.06848,"3,009,714"
Sparkasse Mittelholstein AG,info@spk-mittelholstein.de,54.30321,9.66783,"3,066,561"
Sparkasse Mittelfranken-Süd,info@spkmfrs.de,49.23804,11.07448,"4,431,306"
Sparkasse Minden-Lübbecke,info@spk-milue.de,52.29151,8.91372,"3,174,124"
Sparkasse Miltenberg-Obernburg,info@s-mil.de,49.70288,9.25759,"2,244,920"
Sparkasse Merzig-Wadern,info@sparkassemerzig-wadern.de,49.44025,6.63546,"2,213,380"
Sparkasse Meißen,info@spkm.de,51.30487,13.30417,"3,465,949"
Sparkasse Mecklenburg-Strelitz,info@spkmst.de,53.35882,13.06974,"821,841"
Sparkasse Mecklenburg-Schwerin,info@sparkasse-mecklenburg-schwerin.de,53.62829,11.41153,"3,763,845"
Sparkasse Mecklenburg-Nordwest,info@spk-mnw.de,53.89021,11.46584,"1,749,666"
Sparkasse Märkisches Sauerland Hemer-Menden,info@sms-hm.de,51.38667,7.76503,"1,413,006"
Sparkasse Märkisch-Oderland,info@sparkasse-mol.de,52.57697,13.88121,"2,407,988"
Sparkasse Markgräflerland,info@spk-mgl.de,47.59203,7.6158,"3,045,101"
Sparkasse Marburg-Biedenkopf,info@skmb.de,50.80691,8.76834,"5,189,275"
Sparkasse Mansfeld-Südharz,info@sparkasse-msh.de,51.52811,11.5486,"1,811,124"
Sparkasse Mainfranken Würzburg,info@sparkasse-mainfranken.de,49.7934,9.93469,"10,877,314"
Sparkasse Magdeburg,info@sparkasse-magdeburg.de,52.15178,11.63866,"4,059,543"
Sparkasse Lüneburg,info@sparkasse-lueneburg.de,53.24959,10.40685,"3,219,135"
Sparkasse Lörrach-Rheinfelden,info@sparkasse-loerrach.de,47.61462,7.66168,"3,301,279"
Sparkasse Lippstadt,info@sparkasse-lippstadt.de,51.67225,8.34579,"2,204,951"
Sparkasse Leverkusen,info@sparkasse-lev.de,51.02982,6.98902,"4,089,541"
Sparkasse Lemgo,info@sparkasse-lemgo.de,52.02837,8.89955,"3,683,366"
Sparkasse Leer Wittmund,info@sparkasse-leerwittmund.de,53.23121,7.45872,"2,832,211"
Sparkasse Laubach-Hungen,info@spk-laubach-hungen.de,50.54174,8.98665,"290,329"
Sparkasse Langen-Seligenstadt,info@sls-direkt.de,50.04604,8.95917,"4,263,718"
Sparkasse Landshut,info@sparkasse-landshut.de,48.53886,12.15547,"5,100,204"
Sparkasse Landsberg-Dießen,info@sparkasse-landsberg.de,48.0495,10.87686,"2,467,137"
Sparkasse Kulmbach-Kronach,info@s-kukc.de,50.10888,11.45265,"2,908,343"
Sparkasse Krefeld,info@sparkasse-krefeld.de,51.33253,6.56659,"10,561,838"
Sparkasse Kraichgau,info@sparkasse-kraichgau.de,49.12457,8.59593,"4,679,395"
Sparkasse Köln Bonn,info@sparkasse-koelnbonn.de,50.93541,6.94095,"28,210,611"
Sparkasse Koblenz,info@sparkasse-koblenz.de,50.35452,7.59167,"5,691,655"
Sparkasse Kinzigtal,info@sparkasse-kinzigtal.de,48.26418,8.07573,"1,788,237"
Sparkasse Kierspe-Meinerzhagen,info@spkkm.de,51.1278,7.599,"837,526"
Sparkasse Karlsruhe,info@spk-ka.de,49.0098,8.39327,"10,530,289"
Sparkasse Kaiserslautern,info@sparkasse-kl.de,49.44449,7.76872,"5,445,781"
Sparkasse Jena-Saale-Holzland,info@s-jena.de,50.92718,11.58665,"2,637,466"
Sparkasse Ingolstadt Eichstätt,info@spk-in-ei.de,48.7626,11.42583,"6,611,305"
Sparkasse im Landkreis Schwandorf,info@sparkasse-schwandorf.de,49.32746,12.10702,"2,393,037"
Sparkasse im Landkreis Neustadt/Aisch-Bad Windsheim,info@sparkasse-nea.de,49.57913,10.60791,"2,268,867"
Sparkasse im Landkreis Cham,info@spk-cham.de,49.22084,12.66907,"2,154,250"
Sparkasse Höxter,info@sparkasse-hoexter.de,51.71596,9.18108,"1,901,243"
Sparkasse Holstein,info@sparkasse-holstein.de,54.13793,10.61551,"8,406,474"
Sparkasse Hohenlohekreis,info@spk-hohenlohekreis.de,49.27902,9.68728,"2,272,241"
Sparkasse Hochschwarzwald,info@spk-hsw.de,47.96456,7.95479,"1,349,003"
Sparkasse Hochsauerland,info@sparkasse-hochsauerland.de,51.39571,8.56738,"1,395,131"
Sparkasse Hochrhein,info@sparkasse-hochrhein.de,47.62107,8.21797,"3,694,077"
Sparkasse Hochfranken,info@sparkasse-hochfranken.de,50.17046,12.12849,"4,179,688"
Sparkasse Hildesheim Goslar Peine,info@sparkasse-hgp.de,52.15225,9.9539,"9,280,322"
Sparkasse Hilden-Ratingen-Velbert,info@sparkasse-hrv.de,51.3391,7.04836,"4,030,912"
Sparkasse Herford,info@sparkasse-herford.de,52.11574,8.66903,"6,018,969"
Sparkasse Heidelberg,info@sparkasse-heidelberg.de,49.40793,8.6903,"8,264,992"
Sparkasse Hattingen,info@sparkasse-hattingen.de,51.40053,7.18541,"1,048,189"
Sparkasse Harburg-Buxtehude,info@spkhb.de,53.46199,9.98111,"4,666,104"
Sparkasse Hannover,info@sparkasse-hannover.de,52.37806,9.74371,"20,524,887"
Sparkasse Hanauerland,info@sparkasse-kehl.de,48.57232,7.81477,"1,437,926"
Sparkasse Hanau,info@sparkasse-hanau.de,50.13226,8.91777,"5,844,022"
Sparkasse Hamm,info@sparkasse-hamm.de,51.68095,7.81852,"2,280,629"
Sparkasse Hameln-Weserbergland,info@spkhw.de,52.10458,9.35628,"2,855,792"
Sparkasse Gütersloh-Rietberg,info@sparkasse-guetersloh-rietberg-versmold.de,51.90871,8.38106,"3,035,009"
Sparkasse Günzburg-Krumbach,info@spk-gz-kru.de,48.45305,10.27978,"2,353,733"
Sparkasse Gummersbach,info@sparkasse-gm.de,51.02584,7.56686,"2,437,483"
Sparkasse Grünberg,info@sparkasse-gruenberg.de,50.5929,8.95718,"393,266"
Sparkasse Göttingen,info@spk-goettingen.de,51.53396,9.92537,"4,705,642"
